Timestamp,Title,Location,Remote?,Org Size,Salary,Years of experience,Industry,Additional comments,Additional perks?
2/23/2021 9:07:39,Senior Software Engineer I,"Cambridge, MA",No,1001 - 5000,127000,2,B2B,,"40000 in RSUs vesting over 4 years, but stock price has gone up since granting "
2/23/2021 9:14:10,PhD candidate,"Nijmegen, The Netherlands",No,501 - 1000,"Gross 40,625 euros per annum",5,Healthcare,,
2/23/2021 9:23:13,Data Sceintist,"Washington, D.C.",No,> 5000,130000,4,Finance,,15000
2/23/2021 9:24:31,Software Engineer,Chicago,No,> 5000,135000,9,Financial,,12000
2/23/2021 9:26:42,Software Development Manager,"Reston, VA",No,51 - 500,150000,7,Government Contractor,,~7500 bonus
2/23/2021 9:28:59,Full stack lead developer,Toronto,No,> 5000,130000,17,Consulting,,No
2/23/2021 9:31:58,Senior Solution Engineer ,"London, United Kingdom ",No,> 5000,"112,000£",9,"Software, SaaS",You are Amazing Taylor ! ,Yes
2/23/2021 9:37:05,Independent Consultant,"Boston, MA",No,11- 50,"$70/hr, 10hrs/wk",1,Video Analytics,PhD Student working part-time. ,No
2/23/2021 9:45:55,Mobile Engineer,London,No,1001 - 5000,83000,8,Financial ,,45000
2/23/2021 9:46:38,Test Consultant,"Brunswick, Lower Saxony, Germany",No,51 - 500,36000,1,IT,,
2/23/2021 9:47:08,Senior Cybersecurity Consultant,Ohio ,Yes,1001 - 5000,190250,8,Cybersecurity,,27000
2/23/2021 9:48:12,Customer Ops Lead ,Toronto ,Yes,11- 50,"75,000",2, robotics and CPG,Company took a 25% paycut for 9 months but we never returned to 100% of precovid wages. I’m sitting at 5k less a year. Others slightly more or less depending on base. ,No
2/23/2021 9:48:33,Design Technologist,"New York City, NY",No,501 - 1000,"$85,000",3,Agency,,None
2/23/2021 9:57:35,Data Analyst,"Memphis, TN",No,> 5000,"69,000",6,Logistics,,None
2/23/2021 9:58:39,Junior Software Engineer,"Liverpool, United Kingdom",Yes,51 - 500,"£28,000",1,Gambling,,No
2/23/2021 9:58:59,iOS Engineer,"Phoenix, AZ",No,> 5000,155000,10,Finance,,5% Base target
2/23/2021 10:01:14,Lead Software Engineer ,New York,No,1001 - 5000,"160,000",10,Database Technology ,,
2/23/2021 10:06:09,Senior software developer ,Prague ,Yes,51 - 500,60000usd/y,14,"IT, CDN","Really free job, no pressure, I basically do what I deem my time ",Nope 
2/23/2021 10:09:15,Trainer,"Buffalo, NY",Yes,51 - 500,100000,25,IT Training,,Yes
2/23/2021 10:15:38,Software engineer,"Philadelphia, PA",No,51 - 500,99000,3,Government,,N/A
2/23/2021 10:18:19,principal software engineer,"Portland, or",Yes,> 5000,200000,20,software,,20-40k
2/23/2021 10:23:21,Sr staff engineer,"SAn Francisco, California",No,> 5000,"745,000",22,Entertainment ,,400k + 35%
2/23/2021 10:23:59,Junior Creative Technologist,"remote (company is based in Austin, TX)",Yes,11- 50,$20/hr,1,digital design,"first job in tech, career changer. Not really sure about my title, I'm effectively a frontend web dev. Maybe a strategy to be able to pay me less, or maybe just design agency nebulous language.",no
2/23/2021 10:26:37,Machine Learning Engineer,"New York City, NY",Yes,0 - 10,165000,4,HealthTech,"Equity is funny money in early stage startups, and means nothing without knowing 1) valuation and 2) outstanding shares, so this shouldn't count, really.",60000 shares
2/23/2021 10:28:46,senior soft eng,san diego,Yes,11- 50,260K,3,tech,,1%
2/23/2021 10:28:50,QA Engineer 3,"Philadelphia,PA",No,> 5000,107500,4,Telecom,,Yes
2/23/2021 10:31:01,Data Engineer,"Washington, DC",No,> 5000,123600,4,Consulting,,No
2/23/2021 10:31:57,Data Infrastructure Engineer,"Raleigh, NC",Yes,11- 50,145000,12,Analytics,,ISOs in a seed stage company
2/23/2021 10:36:11,sr. software engineer,austin,Yes,11- 50,"245,000",3,sas,"unlimited time off, unlimited sick leave and vacation, 100% healthcare insurance paid by company, house down payment assistance + house buying assistance, free childcare, 100% utilities + partial rent/morgage reimbursement for remote work, etc. (too many to list)","yes, 25% bonus, 0.5% equity"
2/23/2021 10:38:01,Startup CTO,Paris,No,0 - 10,80k,12,Tech/Internet,Great idea this survey ,yes 2% of the company
2/23/2021 10:39:47,Software Engineer,"San Diego, CA",No,> 5000,154000,10,Retail/Tech,,$120000/yr
2/23/2021 10:40:10,Staff Systems Engineer,"San Diego, CA",No,> 5000,142443,13,Digital Workflows / Platform as a Service,"Bonus target is 15% of salary. Stock/equity is granted as RSUs some years, not others, and each grant vests quarterly over 4 years. Most recent grant was $60k worth of shares at the current stock price.

Also, while I've been in tech professionally for 13 years, I've been coding for fun for nearly 30.","Yes, both"
2/23/2021 10:41:12,Cybersecurity Analyst - Penetration Tester,"Columbus, OH",Yes,51 - 500,75000,2,Accounting ,,
2/23/2021 10:44:57,Systems Engineer,Owosso mi,Yes,> 5000,184000,15,Cloud security,,Yes
2/23/2021 10:45:10,Cyber Software Engineer,Baltimore MD,No,> 5000,"$113,000",4,Defense,,
2/23/2021 10:45:48,Principal Security Researcher,Nebraska,Yes,51 - 500,150000,10,Application Security,,"10,000 shares"
2/23/2021 10:57:50,Field Services Engineer,"Boise, Idaho",Yes,11- 50,"52,500",3,IT services,,Performance bonuses 
2/23/2021 10:57:53,Full Stack Engineer,"Dallas, TX",No,51 - 500,120000,6,real estate,,a small program
2/23/2021 10:59:40,Senior Software Engineer,"Seattle, WA",No,> 5000,180000,15,Tech,,"~30K/year cash bonus, ~200K/year equity grants"
2/23/2021 11:00:13,Software Engineer ,"Switzerland, Aargau ",No,51 - 500,60000,5,Parking,,No
2/23/2021 11:03:25,Business Intelligence Analyst ,"San Francisco, CA",No,1001 - 5000,94000,3,SaaS,,2250 ISO vested over 4 years
2/23/2021 11:08:06,Senior Software Engineer,"New York, New York",No,0 - 10,"132,000",6,Dev tools,"Theoretically my company has salary bands to discourage ""the best negotiator gets the best salary"", but I haven't seen the bands and I'm the only senior software engineer so?","Early employee, so a lot of equity (if that's ever worth anything)"
2/23/2021 11:10:19,Fullstack Developer,Nairobi,No,11- 50,1600 USD/pm,4,Water,,No
2/23/2021 11:18:36,Technology Analyst,"Charlotte, NC",No,> 5000,86200,0,Banking ,"New hire fresh out of college, based in Charlotte but working in NYC (home) ",No
2/23/2021 11:21:34,Lead Software Engineer ,"Seattle, WA",No,501 - 1000,142000,8,Tabletop and digital games,,15% bonus
2/23/2021 11:25:47,Senior Business Operations Manager,"Palo Alto, CA",No,1001 - 5000,180000,8,Automotive,Initial value of stock vesting per year. Current value is more than double.,55250
2/23/2021 11:26:04,Cyber Risk Management,"Zurich, Zurich",No,> 5000,140000,15,Insurance,,Bonuses
2/23/2021 11:30:32,Marketing Administrator,"San Jose, CA",No,11- 50,"35,000",1,Information Technology,I work for a SMB ,no
2/23/2021 11:38:23,"Manager, UX","Reston, VA",No,51 - 500,141000,7,SaaS,,"About $5,000 bonus and stock options"
2/23/2021 11:44:38,Fullstack Engineer,"Lancaster, PA",Yes,51 - 500,"$120,000",3,Ecommerce (Shopify app),,
2/23/2021 11:46:14,Software Engineer,Boston,No,51 - 500,126000,3,Music Technology,,Minimal
2/23/2021 11:49:36,Senior Software Engineer,"Berlin, Germany",Yes,0 - 10,75000,10,Consultancy,,over 100k in bonus a year
2/23/2021 11:51:47,Front end engineer,"Salt Lake City, ut",Yes,51 - 500,"115,000",7,Political space ,,
2/23/2021 11:53:32,Software Engineer,"Milwaukee, WI",No,51 - 500,76000/yr,5,IT Consulting,,4000
2/23/2021 11:55:31,Cloud Engineer,"Chicago, IL",No,11- 50,80000,2,Pharmaceutical,,Bonus
2/23/2021 11:57:45,Principle Systems Architect,"Los Angeles, CA",Yes,1001 - 5000,160000,4,Renewable Energy,,40000
2/23/2021 12:14:32,Senior Software Engineer,Singapore,No,51 - 500,180000,12,Cryptocurrencies,,"Phantom units snd 10% annual bonus, variable "
2/23/2021 12:21:03,SWE - Machine Learning,"Boston, MA",No,> 5000,"146,000",4,Big Tech,"266,500 total comp","120,500"
2/23/2021 12:21:39,UX Designer,"Austin, Texas",No,11- 50,"$87,500",12,Government/Non-Profit,,No
2/23/2021 12:23:40,Analytics Manager,"Arlington, VA",No,> 5000,130000,5,Media,,15% bonus
2/23/2021 12:30:21,Threat Hunter,Washington DC,Yes,51 - 500,950000,4,Cyber,,
2/23/2021 12:36:04,Senior Machine Learning Engineer,"Orlando, FL",Yes,51 - 500,175000,7,B2B Sales,,Options
2/23/2021 12:37:06,Senior Software Engineer ,"San Jose, CA",No,> 5000,450000,8,Entertainment ,,
2/23/2021 12:44:59,Mechanical Engineer,"Livermore, CA",No,> 5000,136000,6,Government Research ,,
2/23/2021 12:45:32,Software Engineer,"San Francisco, CA",No,501 - 1000,155000,2.5,Financial Services / Banking,Not sure about the Stocks response above as I forgot the price of each RSU. I believe it is close to the actual value.,100000
2/23/2021 12:47:11,Principal Engineer,"Portland, OR",Yes,501 - 1000,"155,000",10,Real Estate,,"10% annual bonus, based on company & individual performance"
2/23/2021 12:48:46,Front End Engineer II,"Seattle, WA",No,> 5000,"130,000",12,Big Tech so all of them,No college necessary :) ,"56,000"
2/23/2021 12:52:24,Software Engineer,"Chicago, IL",No,51 - 500,"$110,000",3,Energy,,"Bonus 10% of base, + or - several % based on company and indiv performance. Stock options that are probably worthless. ."
2/23/2021 12:52:26,Senior Frontend ,Denver,Yes,51 - 500,"$160,000.00",8,Finance,"$5,000 signing bonus","$15,000.00"
2/23/2021 12:52:26,Full Stack Developer,"Orlando, FL",Yes,51 - 500,110000,12,entertainment,,"$10,000 stock signing bonus"
2/23/2021 12:53:12,Software Engineer (Entry Level),"London, UK",No,> 5000,£45K,0.5,Tech,"cis white woman, had to negotiate for the salary offer","$55k RSU Stock vested over 4 years, 10% bonus"
2/23/2021 12:53:55,Software Engineer ,"Cupertino, CA",No,> 5000,"$165,000",7,Tech products ,"RSUs and yearly bonuses. RSUs ~$140,000 and ~$10k bonus",Yes
2/23/2021 12:55:02,Technology Services Engineer III,"Seattle, WA",No,501 - 1000,"88,700 Annual",8,Healthcare,,Both
2/23/2021 12:56:00,"Team Lead, Senior Software Engineer","Chicago, IL",No,51 - 500,"$135,000",4,Human Resources,"Career switcher. Been in the field professionally for 4 years, but have been making software for decades.","Options, occasional bonuses"
2/23/2021 12:56:35,Full Stack Engineer,"Raleigh, NC",No,11- 50,75000,1,Education,,10% bonus
2/23/2021 12:57:19,Principal Software Engineer,"Orlando, FL",Yes,> 5000,"225,000",17,Big Data,I operate in an extremely niche role and lead multiple teams.,"RSU's, ESPP, contractual bonuses, and spot bonuses. On a good year these equal almost 100% of base comp."
2/23/2021 12:57:35,Senior Product Manager,"Portland, Or (Supposed to move to bay after Covid)",No,> 5000,200000,12,E-Commerce ,RSU value tied to stock of course. Refreshers expected every year of additional $25K per year. ,"$38K RSU every 6 months, 20% bonus"
2/23/2021 12:58:21,Principal Software Engineer,Amsterdam,No,11- 50,80000,11,Customer Experience,,No
2/23/2021 12:58:29,Staff software engineer,minneapolis mn,No,51 - 500,135000,7,iot,,40000 bonus
2/23/2021 12:58:31,Consultant,"Minneapolis, MN",No,1001 - 5000,"100,000.00",4,Professional services,Technology consultant focus on helping clients with software solutions and cloud,"Yes, up to 14% bonus potential"
2/23/2021 12:58:57,Software Engineer II,"San Francisco, CA",No,1001 - 5000,149000,2.5,Hospitality Tech,,"17k bonus, 16k stock/year"
2/23/2021 12:59:34,Senior Developer,"New York, NY",Yes,51 - 500,125000,14,Consulting,,None
2/23/2021 13:02:14,Senior Software Engineer,"Durham, NC",Yes,51 - 500,"140,000",10,Human Resources  - Software,"401k (no match), medical/dental/vision, short/long term disability, remote employee stipend",Yes
2/23/2021 13:12:02,Senior software engineer,"Minneapolis, mn",No,> 5000,155000,5,Healthcare,,60000
2/23/2021 13:12:32,Software Engineer,"Chicago, IL",No,51 - 500,80000,1,HR,,no
2/23/2021 13:12:36,Senior Systems Administrator,"Grand Rapids, MI",Yes,51 - 500,86500,20,Manufacturing,,Yes
2/23/2021 13:18:30,iOS QA Automation Engineer,California,Yes,51 - 500,62300,1,Quality Assurance,,No
2/23/2021 13:20:20,Senior Developer,"Barcelona, Spain",Yes,51 - 500,52.00€,20,IT consultancy,,No
2/23/2021 13:20:37,Associate DevOps Engineer ,Los Angeles,No,> 5000,80k,1,Insurance,,No
2/23/2021 13:22:37,Architect (L6),"Seattle, WA",Yes,1001 - 5000,224000,10,Internet,,"300000 over 3 years, normally compounded yearly"
2/23/2021 13:22:39,Software Engineer,"New York, NY",No,1001 - 5000,162000,2,Tech,,"options & RSUs, signing bonus"
2/23/2021 13:25:27,Growth Manager,New York,Yes,11- 50,"$90,000",2,Tech,,
2/23/2021 13:30:55,Cybersecurity Systems Engineer,"Denver, CO",No,> 5000,115000,2,Housing Development,,10000
2/23/2021 13:33:00,Manager,"Sacramento, CA",No,51 - 500,"123,000",6,IT Consulting,,No
2/23/2021 13:34:42,Fire Protection Engineer,"Vicksburg, MS",No,> 5000,110000,5,Energy,,"Yes, bonus"
2/23/2021 13:36:10,Software Engineer,Kassel / Germany,No,51 - 500,51996,5,Financial,,"5K Bonus, if the company made money"
2/23/2021 13:38:27,Site Reliability Engineer 2,"Munich, Germany",No,11- 50,"72,000€",4,Healthcare,,No
2/23/2021 13:43:16,Backend Developer,Antwerp,Yes,11- 50,3400,6,IT,,
2/23/2021 13:47:46,Undergraduate Software Engineer,"Birmingham, UK",Yes,51 - 500,£16000,0,Automotive Software,,No
2/23/2021 13:49:22,Full Stack Developer,Greater Toronto Area,No,51 - 500,95000,4,Hospitality,,10% Bonus 
2/23/2021 13:50:32,Technical Writer,"Centreville, Va",Yes,51 - 500,"52,800",11,SaaS/Security,,No
2/23/2021 13:52:14,Technical lead,"Denver, CO",Yes,> 5000,"135,000",12,Healthcare,,$10k yearly bonus
2/23/2021 13:56:11,Senior Software Engineer,"New York, NY",No,51 - 500,140000,1.5,Advertising,,25000
2/23/2021 13:57:30,Principal Software Engineer,"New York City, NY",No,> 5000,200000,14,Fintech,,15%
2/23/2021 13:58:30,Staff Software Engineer,Canada,Yes,1001 - 5000,USD 200000,8,Fintech,,
2/23/2021 14:02:53,CTO,Uk ,Yes,0 - 10,40000,9,Blockchain ,,Y
2/23/2021 14:10:00,Solutions Architect,London UK,No,> 5000,£106000,10,Tech,,10000
2/23/2021 14:11:05,Software Engineer,Buffalo NY,No,0 - 10,53000,2,Healthcare,2 years of work experience after computer science undergrad,
2/23/2021 14:16:14,Senior Systems Engineer,London,Yes,> 5000,"$250,000",12,Computer Hardware and Devices,,"$100,000"
2/23/2021 14:16:20,IT Business Manager,"Atlanta, GA",Yes,11- 50,100000,9,Cloud Services,,Bonus 10%
2/23/2021 14:16:54,Senior Content Writer,London,Yes,51 - 500,"$58,000",2,Software,No,No
2/23/2021 14:21:01,Test Engineer/ Analyst,Cologne,Yes,> 5000,~72000€,13,retail trade,,
2/23/2021 14:22:40,Software Engineer,"Denver, Colorado",Yes,51 - 500,"150,000",3,Healthcare,,0
2/23/2021 14:22:45,Senior software engineer,"Santa Clara, CA",No,> 5000,"$800,000",20,Entertainment,,Not really
2/23/2021 14:24:54,Sr Software Engineer,"NY, NY",No,> 5000,176500,5,Social,,20% bonus + ~100k grant refresh every year
2/23/2021 14:27:52,UI Engineer,"Los Angeles, CA (Remote, HQ in San Francisco)",Yes,51 - 500,130000,3,Ecommerce,"Base was originally $120K, bumped up because they saw potential",No
2/23/2021 14:41:59,Sr. Android Developer,"Toronto, Canada",No,> 5000,"85,000",5,Banking,"All in CAD, TC including benefits ~100k -120k","Stocks (RSP, DPSP)/DC Plan + Performance Bonus (usually 15% of base)"
2/23/2021 14:51:01,Principal Software Engineer,"Nashville, TN",No,> 5000,154000,7,Insurance,,15% bonus
2/23/2021 14:52:06,Marketing Automation Specialist,"Bloomington, Indiana",Yes,51 - 500,"75,000",9,IT ,,No
2/23/2021 14:56:59,Intermediate Developer II,"Vancouver, BC, Canada",No,11- 50,85000,3,Finance,Retirement income matching based on % scale up to approx 6k/year,
2/23/2021 15:02:03,Software Engineer,"Portland, OR",No,> 5000,125000,1.5,Sports,Contractor,No
2/23/2021 15:02:36,Penetration Tester,"Arlington, VA",Yes,> 5000,137000,6,Technogy,,Bonuses
2/23/2021 15:03:56,Platform engineering lead,London,No,> 5000,£110000,12,Financial services,,Yes
2/23/2021 15:04:32,Software Engineer,Phoenix,No,> 5000,66000,1,Banking/Insurance,First job out of college,
2/23/2021 15:06:38,Infrastructure Engineer,"Duesseldorf, Germany",No,> 5000,93500 EUR,25,Consultation ,,No
2/23/2021 15:09:14,Senior Sytems Software Engineer,Portland,Yes,> 5000,220000,20,Hardware,,"~1.1 M in RSUs vesting over four years, no bonuses"
2/23/2021 15:09:47,Principal Software Engineer,"Pasadena, CA",No,51 - 500,"$175,200",22,Tech/Transportation,,"10-15% salary, depending on performance"
2/23/2021 15:11:18,Manufacturing Engineer,"Houston, TX",No,> 5000,"97,000",3,Chemicals Manufacturing,,
2/23/2021 15:17:34,Staff Software Engineer,"San Francisco, CA",No,> 5000,242200,10,Lodging,,"583,816.54"
2/23/2021 15:19:54,Director of Product,"Lehi, UT",No,0 - 10,"156,000",10,Consulting,,small stock options
2/23/2021 15:41:05,Senior Front End Engineer,"Minneapolis, MN",No,51 - 500,116000,9,"SaaS, Transportation",,Small amount of equity
2/23/2021 15:41:42,Senior Product Owner,"Portland, OR",Yes,1001 - 5000,"$133,000",12,Renewable Energy,I work in wind and solar,25% bonus paid out for the last six years
2/23/2021 15:43:15,Technical Account Manager,"Milwaukee, WI",Yes,51 - 500,125000,7,Web (PaaS),,no
2/23/2021 15:45:23,Principal UX Designer,Melbourne ,No,1001 - 5000,193000,7,Technology consulting ,,Bonuses
2/23/2021 15:48:08,Senior Engineer,"Atlanta, GA",No,1001 - 5000,127500,10,Tech,,30000
2/23/2021 15:49:25,Software Engineer,"Seattle, WA",No,51 - 500,"120,000",6,Home improvement,,
2/23/2021 15:49:40,Cartographer + GIS  ,DC,No,51 - 500,"90,000 (but should be 150k based on location and experience)",6,Tech ,I am very underpaid for my expertise and skill sets (have done many comparisons across my industry and within DC),No
2/23/2021 15:52:41,Integrations engineer,Africa,No,501 - 1000,100000,7,Gaming,,Bonuses
2/23/2021 15:58:46,Product Owner,"Boston, MA",Yes,> 5000,65000,1,Healthcare,,
2/23/2021 16:03:49,Front-End Software Engineer ,"Raleigh, NC",No,> 5000,85000,3,Tech,,10%
2/23/2021 16:05:07,Architect ,Dubai ,No,501 - 1000,116,10,IioT,,Yes
2/23/2021 16:05:41,Software Developer,"Minneapolis, MN",Yes,11- 50,121000,7,Tech,,Not really
2/23/2021 16:06:01,Manager,Florida,Yes,> 5000,"100,000",5,HCM,,Both
2/23/2021 16:10:14,Software Engineer,"Minneapolis, MN",No,51 - 500,"$110,000",3,Tech,,
2/23/2021 16:11:24,Software Engineer,"Chattanooga, TN",Yes,51 - 500,125000,10,healthcare,,"stock options, yearly bonus"
2/23/2021 16:11:28,Software Engineer,"Halifax, Nova Scotia",No,11- 50,68000,2,Technology,The salary is Canadian Dollars. I live and work in Canada. FYI.,No
2/23/2021 16:14:28,VP of Data Science,Massachusetts,No,51 - 500,240000,5,Marketing,"Have PhD in STEM, unrelated field.",40000
